# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_2100_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 2100 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
2100,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2101,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2102,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2103,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2104,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2105,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2106,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2107,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2108,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2109,0.900000,0.900000,0.900000,0.900000,0.000000,0.000000,0.000000,0.000000
2199,0.730000,0.730000,0.770000,0.770000,0.169742,0.169742,0.324324,0.324324
2399,0.816667,0.860000,0.826667,0.855000,0.634146,0.722222,0.653933,0.708249
2599,0.818000,0.820000,0.856000,0.900000,0.631746,0.648437,0.706012,0.788136
2799,0.835714,0.880000,0.871429,0.910000,0.670298,0.760407,0.739712,0.819874
2999,0.843333,0.870000,0.890000,0.955000,0.681530,0.702006,0.769493,0.874020
3199,0.825455,0.745000,0.895455,0.920000,0.649482,0.516313,0.781302,0.834077
3399,0.841538,0.930000,0.897692,0.910000,0.683439,0.854182,0.790667,0.815441
3599,0.849333,0.900000,0.902000,0.930000,0.697821,0.782798,0.797107,0.833650
3799,0.849412,0.850000,0.904706,0.925000,0.691305,0.325691,0.797402,0.720358
3999,0.862105,0.970000,0.911579,0.970000,0.717002,0.938049,0.812756,0.938240
4199,0.865714,0.900000,0.914762,0.945000,0.721288,0.746547,0.817970,0.868610
4399,0.857391,0.770000,0.908696,0.845000,0.698924,0.298780,0.802354,0.571823
4599,0.858000,0.865000,0.909200,0.915000,0.704227,0.729242,0.806089,0.829932
4799,0.859630,0.880000,0.911852,0.945000,0.708273,0.757869,0.811805,0.883053
4999,0.861034,0.880000,0.910690,0.895000,0.707608,0.633252,0.807034,0.694767
5199,0.857742,0.810000,0.912903,0.945000,0.703580,0.628906,0.813172,0.889381
5399,0.848485,0.705000,0.905152,0.785000,0.683367,0.381032,0.796715,0.552270
5599,0.849143,0.860000,0.905714,0.915000,0.683366,0.678161,0.797482,0.809716
5799,0.840541,0.690000,0.908108,0.950000,0.668428,0.417129,0.803389,0.898281
5999,0.842821,0.885000,0.910000,0.945000,0.672465,0.748414,0.807316,0.881030
6199,0.846585,0.920000,0.910976,0.930000,0.682546,0.835813,0.811320,0.857651
