# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_1100_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 1100 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
1100,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1101,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1102,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1103,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1104,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1199,0.840000,0.840000,0.970000,0.970000,0.457627,0.457627,0.916667,0.916667
1399,0.910000,0.945000,0.980000,0.985000,0.730467,0.844193,0.945718,0.959742
1599,0.922000,0.940000,0.970000,0.955000,0.767857,0.823191,0.918919,0.879195
1799,0.888571,0.805000,0.971429,0.975000,0.738956,0.612788,0.933875,0.950000
1999,0.847778,0.705000,0.964444,0.940000,0.661063,0.432474,0.918301,0.865335
2199,0.828182,0.740000,0.951818,0.895000,0.611910,0.370536,0.887683,0.737566
2399,0.833846,0.865000,0.944615,0.905000,0.640752,0.731610,0.878704,0.805726
2599,0.830000,0.805000,0.947333,0.965000,0.638495,0.616896,0.885607,0.927235
2799,0.832353,0.850000,0.950000,0.970000,0.649046,0.700210,0.893362,0.939994
2999,0.837368,0.880000,0.954737,0.995000,0.656365,0.714931,0.901980,0.986577
3199,0.831429,0.775000,0.956667,0.975000,0.648824,0.570447,0.906690,0.948422
3399,0.839130,0.920000,0.954348,0.930000,0.669459,0.832688,0.903617,0.856454
3599,0.843600,0.895000,0.950400,0.905000,0.677529,0.771042,0.894552,0.773270
3799,0.846667,0.885000,0.947407,0.910000,0.678163,0.528302,0.886081,0.652577
3999,0.856207,0.985000,0.946552,0.935000,0.698636,0.969168,0.884671,0.865564
4199,0.859032,0.900000,0.947419,0.960000,0.702116,0.746547,0.885943,0.904019
4399,0.852727,0.755000,0.947879,0.955000,0.684542,0.239130,0.886244,0.888060
4599,0.853143,0.860000,0.946286,0.920000,0.689019,0.719355,0.884089,0.839888
4799,0.854595,0.880000,0.946216,0.945000,0.692829,0.755700,0.884137,0.884672
4999,0.855641,0.875000,0.944872,0.920000,0.691976,0.615148,0.880194,0.769053
5199,0.853171,0.805000,0.943659,0.920000,0.689559,0.618843,0.878280,0.838969
5399,0.846279,0.705000,0.935581,0.770000,0.674279,0.379861,0.860834,0.518778
5599,0.847111,0.865000,0.935556,0.935000,0.675015,0.690580,0.860703,0.857799
5799,0.840213,0.685000,0.934043,0.900000,0.663473,0.408451,0.858154,0.800260
5999,0.841633,0.875000,0.931837,0.880000,0.665989,0.726537,0.853360,0.739696
6199,0.845098,0.930000,0.932549,0.950000,0.675528,0.856777,0.856135,0.898322
6399,0.842264,0.770000,0.933208,0.950000,0.670665,0.557309,0.857566,0.893899
6599,0.843091,0.865000,0.932182,0.905000,0.670365,0.607330,0.854606,0.740295
6799,0.846491,0.940000,0.932281,0.935000,0.677697,0.876187,0.855137,0.867211
6999,0.847458,0.875000,0.932034,0.925000,0.679823,0.741254,0.854809,0.845169
7199,0.844098,0.745000,0.927541,0.795000,0.672265,0.456753,0.845219,0.568784
7399,0.839841,0.710000,0.921905,0.750000,0.664260,0.464549,0.834150,0.515128
7599,0.840000,0.845000,0.917846,0.790000,0.664613,0.680215,0.825847,0.573474
7799,0.840448,0.855000,0.916567,0.875000,0.667521,0.692862,0.824228,0.741147
7999,0.841884,0.890000,0.917101,0.935000,0.671711,0.778739,0.826023,0.869609
8199,0.844507,0.935000,0.917183,0.920000,0.677893,0.870000,0.826717,0.839952
8399,0.845753,0.890000,0.918904,0.980000,0.681726,0.772751,0.830942,0.959600
8599,0.845867,0.850000,0.920000,0.960000,0.682751,0.701195,0.833560,0.919968
8799,0.848701,0.955000,0.920909,0.955000,0.689439,0.908069,0.836021,0.908332
8999,0.849494,0.880000,0.921772,0.955000,0.691696,0.760455,0.838125,0.910036
9199,0.850370,0.885000,0.921358,0.905000,0.693583,0.769493,0.837407,0.809619
9399,0.847590,0.735000,0.921807,0.940000,0.688671,0.483330,0.838485,0.879276
9599,0.847529,0.845000,0.922588,0.955000,0.689372,0.674027,0.840492,0.909109
9799,0.847241,0.835000,0.923333,0.955000,0.688999,0.675516,0.841999,0.906503
9999,0.848427,0.900000,0.924157,0.960000,0.691631,0.800955,0.843942,0.920096
