# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_900_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 900 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
900,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
901,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
902,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
903,0.750000,0.750000,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000
999,0.710000,0.710000,0.940000,0.940000,0.387669,0.387669,0.878444,0.878444
1199,0.796667,0.840000,0.946667,0.950000,0.538671,0.357945,0.871355,0.814126
1399,0.856000,0.945000,0.952000,0.960000,0.647522,0.844193,0.879361,0.891936
1599,0.875714,0.925000,0.952857,0.955000,0.679885,0.773892,0.878162,0.874020
1799,0.864444,0.825000,0.951111,0.945000,0.693698,0.652916,0.886177,0.889934
1999,0.848182,0.775000,0.949091,0.940000,0.665492,0.550000,0.882313,0.865335
2199,0.837692,0.780000,0.940769,0.895000,0.637476,0.467377,0.861691,0.739970
2399,0.836667,0.830000,0.938667,0.925000,0.646587,0.666667,0.864659,0.845996
2599,0.835882,0.830000,0.938235,0.935000,0.650386,0.666667,0.864867,0.864865
2799,0.838947,0.865000,0.940526,0.960000,0.662355,0.730324,0.872268,0.920008
2999,0.841905,0.870000,0.944762,0.985000,0.666352,0.702006,0.879656,0.959173
3199,0.834783,0.760000,0.946522,0.965000,0.655963,0.542552,0.884235,0.928043
3399,0.842400,0.930000,0.948000,0.965000,0.675873,0.854182,0.889618,0.928087
3599,0.846296,0.895000,0.949259,0.965000,0.682874,0.771042,0.891689,0.917879
3799,0.846207,0.845000,0.950690,0.970000,0.676794,0.293528,0.893127,0.898529
3999,0.852581,0.945000,0.952581,0.980000,0.690214,0.885536,0.897652,0.958827
4199,0.855455,0.900000,0.953939,0.975000,0.693878,0.746547,0.900177,0.941315
4399,0.850000,0.760000,0.949429,0.875000,0.678237,0.259259,0.889502,0.665775
4599,0.851892,0.885000,0.951351,0.985000,0.685761,0.769493,0.894746,0.970000
4799,0.853846,0.890000,0.952051,0.965000,0.690573,0.775051,0.896417,0.926269
4999,0.854146,0.860000,0.950976,0.930000,0.688102,0.559194,0.893293,0.805987
5199,0.851628,0.800000,0.952326,0.980000,0.685684,0.609984,0.896803,0.959677
5399,0.844667,0.695000,0.951556,0.935000,0.670257,0.358840,0.895505,0.867617
5599,0.845957,0.875000,0.952766,0.980000,0.671933,0.711782,0.898115,0.956859
5799,0.841020,0.725000,0.953061,0.960000,0.664214,0.478475,0.899083,0.918625
5999,0.842157,0.870000,0.954510,0.990000,0.665812,0.706414,0.902205,0.978550
6199,0.844906,0.915000,0.955094,0.970000,0.673892,0.826353,0.904286,0.938619
6399,0.842364,0.775000,0.954727,0.945000,0.668757,0.535028,0.903493,0.882428
6599,0.842281,0.840000,0.954561,0.950000,0.666434,0.519231,0.902735,0.871795
6799,0.843729,0.885000,0.954237,0.945000,0.669480,0.758859,0.902225,0.887318
6999,0.843115,0.825000,0.953607,0.935000,0.667908,0.628765,0.901018,0.866173
