# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_1700_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 1700 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
1700,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1701,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1702,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1703,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1704,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1705,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1706,1.000000,1.000000,0.857143,0.857143,1.000000,1.000000,0.588235,0.588235
1707,1.000000,1.000000,0.875000,0.875000,1.000000,1.000000,0.714286,0.714286
1799,0.640000,0.640000,0.860000,0.860000,0.299065,0.299065,0.721781,0.721781
1999,0.670000,0.685000,0.853333,0.850000,0.394619,0.416234,0.699659,0.675360
2199,0.694000,0.730000,0.846000,0.835000,0.398396,0.357831,0.663720,0.579832
2399,0.744286,0.870000,0.817143,0.745000,0.490518,0.743083,0.619759,0.506770
2599,0.753333,0.785000,0.825556,0.855000,0.510496,0.580897,0.636237,0.694737
2799,0.776364,0.880000,0.834545,0.875000,0.557109,0.760455,0.658288,0.749599
2999,0.790769,0.870000,0.843846,0.895000,0.583494,0.702006,0.669557,0.706047
3199,0.785333,0.750000,0.851333,0.900000,0.575876,0.526560,0.685480,0.788874
3399,0.801765,0.925000,0.855882,0.890000,0.608357,0.842833,0.701116,0.777035
3599,0.812105,0.900000,0.866316,0.955000,0.627665,0.784483,0.720292,0.894416
3799,0.816190,0.855000,0.868571,0.890000,0.629659,0.356984,0.718404,0.554385
3999,0.830435,0.980000,0.868696,0.870000,0.657720,0.959079,0.719101,0.726460
4199,0.838400,0.930000,0.866400,0.840000,0.670921,0.827437,0.711537,0.594475
4399,0.834074,0.780000,0.860741,0.790000,0.657210,0.337349,0.695330,0.389535
4599,0.833793,0.830000,0.863448,0.900000,0.659966,0.658806,0.705160,0.799940
4799,0.837097,0.885000,0.865161,0.890000,0.667062,0.768472,0.709097,0.765558
4999,0.837879,0.850000,0.863939,0.845000,0.664858,0.520460,0.702961,0.522783
5199,0.834286,0.775000,0.867429,0.925000,0.660132,0.562937,0.712808,0.849398
5399,0.827297,0.705000,0.862162,0.770000,0.644364,0.381032,0.701807,0.520584
5599,0.829744,0.875000,0.862821,0.875000,0.647934,0.715197,0.702688,0.718532
5799,0.821707,0.665000,0.865366,0.915000,0.634270,0.373949,0.709840,0.830000
5999,0.822326,0.835000,0.866047,0.880000,0.635096,0.650941,0.711008,0.735216
6199,0.827111,0.930000,0.867111,0.890000,0.646704,0.855447,0.716152,0.776989
6399,0.822766,0.725000,0.868085,0.890000,0.638988,0.483277,0.718335,0.767712
6599,0.824286,0.860000,0.867143,0.845000,0.639780,0.590164,0.714561,0.571112
