# TEST CONFIGURATION BEGIN
# RandomTreeGenerator: _original_tree_random_state: 0 - _original_sample_random_state: 0 - n_classes: 2 - n_nominal_attributes: 5 - n_numerical_attributes: 5 - n_values_per_nominal_attribute: 5 - max_depth: 5 - min_leaf_depth: 3 - fraction_leaves_per_level: 0.15
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 50000 - max_time: inf - output_file: output_50000.csv - batch_size: 1 - pretrain_size: 100 - task_type: classification - show_plot: True - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
30199,0.654884,0.705000,0.657674,0.635000,0.262785,0.389360,0.261023,0.223569
30399,0.655347,0.725000,0.657657,0.655000,0.263647,0.402693,0.260703,0.205069
30599,0.655705,0.710000,0.657607,0.650000,0.264596,0.404762,0.260563,0.239130
30799,0.656287,0.745000,0.657427,0.630000,0.266107,0.479060,0.260398,0.234826
30999,0.656828,0.740000,0.657346,0.645000,0.267335,0.454984,0.260135,0.218234
31199,0.657170,0.710000,0.657299,0.650000,0.268175,0.393813,0.260072,0.251497
31399,0.657444,0.700000,0.656901,0.595000,0.268952,0.382208,0.259406,0.158354
31599,0.657651,0.690000,0.656444,0.585000,0.269403,0.342105,0.258360,0.093293
31799,0.657697,0.665000,0.656025,0.590000,0.269596,0.302664,0.257638,0.147255
31999,0.657931,0.695000,0.656019,0.655000,0.270064,0.344791,0.257645,0.258861
32199,0.658162,0.695000,0.656480,0.730000,0.270502,0.341395,0.258572,0.408932
32399,0.658080,0.645000,0.656533,0.665000,0.270235,0.233592,0.258482,0.242938
32599,0.658246,0.685000,0.656585,0.665000,0.270724,0.346473,0.258719,0.297104
32799,0.658716,0.735000,0.656697,0.675000,0.271687,0.431086,0.258858,0.281768
32999,0.659058,0.715000,0.656869,0.685000,0.272785,0.425171,0.259458,0.349979
33199,0.659396,0.715000,0.656767,0.640000,0.273816,0.423660,0.259392,0.246862
33399,0.659940,0.750000,0.656907,0.680000,0.275168,0.487337,0.259781,0.322106
33599,0.660149,0.695000,0.657224,0.710000,0.275887,0.379955,0.260688,0.400021
33799,0.660682,0.750000,0.657626,0.725000,0.276886,0.455041,0.261340,0.378531
33999,0.661298,0.765000,0.657758,0.680000,0.278134,0.495600,0.261425,0.273718
34199,0.661877,0.760000,0.657918,0.685000,0.279353,0.495639,0.261536,0.276860
34399,0.662012,0.685000,0.658192,0.705000,0.279801,0.349979,0.262199,0.374204
34599,0.661797,0.625000,0.658319,0.680000,0.279480,0.223763,0.262586,0.325819
34799,0.662219,0.735000,0.658069,0.615000,0.280629,0.462910,0.262155,0.188106
34999,0.662808,0.765000,0.657192,0.505000,0.282136,0.521969,0.260391,-0.033835
35199,0.662963,0.690000,0.656353,0.510000,0.282913,0.380929,0.258938,0.024779
35399,0.663513,0.760000,0.655949,0.585000,0.284155,0.500468,0.257984,0.086104
35599,0.663549,0.670000,0.655380,0.555000,0.284501,0.331646,0.256970,0.087179
35799,0.663866,0.720000,0.654986,0.585000,0.285251,0.415449,0.256110,0.103478
35999,0.664373,0.755000,0.654234,0.520000,0.286594,0.504550,0.254614,-0.006289
36199,0.664460,0.680000,0.653629,0.545000,0.286791,0.333611,0.253150,-0.019951
36399,0.664628,0.695000,0.653058,0.550000,0.287405,0.382216,0.252045,0.058479
36599,0.664795,0.695000,0.652575,0.565000,0.287796,0.363390,0.250854,0.022252
36799,0.665014,0.705000,0.652098,0.565000,0.288479,0.402108,0.250072,0.113331
36999,0.665122,0.685000,0.651734,0.585000,0.288763,0.340314,0.249251,0.096844
37199,0.665391,0.715000,0.651482,0.605000,0.289460,0.412007,0.248927,0.185063
37399,0.665630,0.710000,0.651340,0.625000,0.289956,0.382453,0.248580,0.183362
37599,0.665787,0.695000,0.651067,0.600000,0.290502,0.379955,0.248143,0.173212
37799,0.666154,0.735000,0.650769,0.595000,0.291366,0.450207,0.247476,0.121475
37999,0.666702,0.770000,0.650290,0.560000,0.292679,0.527721,0.246536,0.073684
38199,0.666877,0.700000,0.649659,0.530000,0.293284,0.391974,0.245364,0.032125
38399,0.667389,0.765000,0.649295,0.580000,0.294417,0.507853,0.244572,0.093362
38599,0.667922,0.770000,0.649403,0.670000,0.295512,0.516807,0.244589,0.245887
38799,0.668346,0.750000,0.649070,0.585000,0.296393,0.470339,0.243761,0.079823
38999,0.668638,0.725000,0.648817,0.600000,0.297133,0.434970,0.243225,0.139785
39199,0.668875,0.715000,0.648951,0.675000,0.297619,0.394004,0.243433,0.284299
39399,0.669084,0.710000,0.648906,0.640000,0.298124,0.395518,0.243304,0.217816
39599,0.669722,0.795000,0.648633,0.595000,0.299473,0.566962,0.242598,0.097392
39799,0.670151,0.755000,0.648413,0.605000,0.300395,0.482030,0.242100,0.143167
39999,0.670476,0.735000,0.648346,0.635000,0.301068,0.436530,0.241925,0.208758
40199,0.670524,0.680000,0.648254,0.630000,0.301286,0.340410,0.241804,0.217842
40399,0.670844,0.735000,0.648238,0.645000,0.301870,0.423035,0.241635,0.208120
40599,0.671210,0.745000,0.647951,0.590000,0.302680,0.465185,0.240949,0.099297
40799,0.671327,0.695000,0.647641,0.585000,0.303006,0.366300,0.240374,0.125764
40999,0.671687,0.745000,0.647506,0.620000,0.303943,0.480969,0.240274,0.218429
41199,0.671922,0.720000,0.647372,0.620000,0.304541,0.421488,0.240048,0.196617
41399,0.672228,0.735000,0.647385,0.650000,0.305164,0.437367,0.240001,0.232456
