# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_400_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 400 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
14599,0.838169,0.880000,0.879366,0.875000,0.675448,0.760216,0.752877,0.751343
14799,0.838750,0.880000,0.879792,0.910000,0.676553,0.760000,0.753869,0.820000
14999,0.836986,0.710000,0.879658,0.870000,0.672512,0.046053,0.753218,0.654255
15199,0.834392,0.645000,0.879054,0.835000,0.667059,0.327524,0.752182,0.672944
15399,0.834467,0.840000,0.879000,0.875000,0.666933,0.603960,0.751771,0.698068
15599,0.832434,0.680000,0.877697,0.780000,0.662415,0.210656,0.748903,0.503162
15799,0.829091,0.575000,0.876104,0.755000,0.655213,0.025900,0.745545,0.481701
15999,0.826795,0.650000,0.875321,0.815000,0.650193,0.215335,0.743935,0.620123
16199,0.827089,0.850000,0.873924,0.765000,0.650462,0.635613,0.740886,0.481808
16399,0.826187,0.755000,0.872437,0.755000,0.648478,0.481701,0.737812,0.493697
16599,0.824198,0.665000,0.870617,0.725000,0.644236,0.317719,0.734121,0.445341
16799,0.823902,0.800000,0.869878,0.810000,0.643068,0.307479,0.732152,0.451501
16999,0.823554,0.795000,0.869217,0.815000,0.641810,0.345048,0.730398,0.506140
17199,0.822500,0.735000,0.868036,0.770000,0.639114,0.205397,0.727583,0.388379
17399,0.822353,0.810000,0.867353,0.810000,0.638444,0.520988,0.725936,0.571541
17599,0.822035,0.795000,0.867442,0.875000,0.637941,0.592931,0.726382,0.750599
17799,0.822644,0.875000,0.868046,0.920000,0.639443,0.748946,0.727860,0.839872
17999,0.823125,0.865000,0.868295,0.890000,0.640454,0.730000,0.728376,0.775304
18199,0.823427,0.850000,0.867865,0.830000,0.640878,0.672489,0.727393,0.635193
18399,0.823833,0.860000,0.867889,0.870000,0.641429,0.670743,0.727184,0.689293
18599,0.824121,0.850000,0.868297,0.905000,0.641589,0.585635,0.727634,0.739226
18799,0.825326,0.935000,0.868859,0.920000,0.643884,0.858511,0.728643,0.823068
18999,0.826344,0.920000,0.869355,0.915000,0.645914,0.834660,0.729678,0.825247
19199,0.824255,0.630000,0.867553,0.700000,0.641766,0.331164,0.726250,0.443620
19399,0.825105,0.905000,0.868474,0.955000,0.643467,0.804928,0.728085,0.904459
19599,0.825104,0.825000,0.868490,0.870000,0.643516,0.652295,0.728258,0.741474
19799,0.825412,0.855000,0.868660,0.885000,0.644094,0.704142,0.728673,0.767065
19999,0.825918,0.875000,0.869082,0.910000,0.645215,0.751046,0.729721,0.820377
