# TEST CONFIGURATION BEGIN
# File Stream: filename: elec.csv  -  n_targets: 1
# [HT] HoeffdingTree: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# [HATT] HATT: max_byte_size: 33554432 - memory_estimate_period: 1000000 - grace_period: 200 - split_criterion: info_gain - split_confidence: 1e-07 - tie_threshold: 0.05 - binary_split: False - stop_mem_management: False - remove_poor_atts: False - no_pre_prune: False - leaf_prediction: nba - nb_threshold: 0 - nominal_attributes: [] - 
# Prequential Evaluator: n_wait: 200 - max_samples: 20000 - max_time: inf - output_file: output_pretrain_300_batch_size_1_dataset_elec.csv - batch_size: 1 - pretrain_size: 300 - task_type: classification - show_plot: False - metrics: ['accuracy', 'kappa']
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HATT],current_acc_[HATT],mean_kappa_[HT],current_kappa_[HT],mean_kappa_[HATT],current_kappa_[HATT]
10999,0.836636,0.885000,0.783832,0.845000,0.671039,0.737383,0.550853,0.641618
11199,0.836606,0.835000,0.783028,0.740000,0.670734,0.652851,0.548947,0.443076
11399,0.836757,0.845000,0.783784,0.825000,0.670525,0.606998,0.549690,0.567153
11599,0.835221,0.750000,0.783363,0.760000,0.667151,0.497437,0.549080,0.518314
11799,0.835826,0.870000,0.784261,0.835000,0.668777,0.728346,0.551962,0.667406
11999,0.834530,0.760000,0.782906,0.705000,0.665947,0.489633,0.548820,0.352786
12199,0.835378,0.885000,0.783109,0.795000,0.667685,0.768751,0.549291,0.577058
12399,0.835537,0.845000,0.782397,0.740000,0.668043,0.688880,0.547849,0.463087
12599,0.831789,0.605000,0.782358,0.780000,0.661025,0.247906,0.548380,0.566972
12799,0.833200,0.920000,0.782560,0.795000,0.663995,0.839808,0.549285,0.590900
12999,0.833858,0.875000,0.783386,0.835000,0.665724,0.724548,0.551994,0.667205
13199,0.834729,0.890000,0.784574,0.860000,0.667526,0.780351,0.554656,0.717286
13399,0.835191,0.865000,0.785191,0.825000,0.668730,0.719510,0.556621,0.649228
13599,0.834662,0.800000,0.784962,0.770000,0.667738,0.605523,0.556121,0.524007
13799,0.835704,0.905000,0.785630,0.830000,0.670044,0.802289,0.558139,0.664529
13999,0.836277,0.875000,0.786350,0.835000,0.671337,0.751046,0.559916,0.669405
14199,0.833957,0.675000,0.787338,0.855000,0.666884,0.383653,0.561932,0.701216
14399,0.833617,0.810000,0.787376,0.790000,0.666028,0.579646,0.561453,0.491525
14599,0.834336,0.885000,0.786643,0.735000,0.667518,0.770000,0.560221,0.488417
14799,0.835103,0.890000,0.786897,0.805000,0.669015,0.780000,0.560913,0.610000
14999,0.833401,0.710000,0.787143,0.805000,0.665091,0.046053,0.560604,0.449153
15199,0.830940,0.650000,0.785973,0.700000,0.659918,0.336430,0.558467,0.421352
15399,0.831060,0.840000,0.787086,0.870000,0.659878,0.603960,0.560093,0.671717
15599,0.829085,0.680000,0.786340,0.730000,0.655476,0.210656,0.558090,0.361702
15799,0.825677,0.565000,0.786065,0.765000,0.648136,0.000000,0.557407,0.502856
15999,0.823439,0.650000,0.784968,0.700000,0.643235,0.215335,0.554982,0.359180
16199,0.823774,0.850000,0.784780,0.770000,0.643583,0.635613,0.554221,0.487579
16399,0.822981,0.760000,0.784534,0.765000,0.641816,0.491525,0.553609,0.502856
16599,0.820982,0.660000,0.782515,0.620000,0.637554,0.307324,0.549533,0.231469
16799,0.820727,0.800000,0.782606,0.790000,0.636461,0.307479,0.548806,0.358191
16999,0.820299,0.785000,0.782695,0.790000,0.635024,0.303305,0.548227,0.429348
17199,0.819290,0.735000,0.782249,0.745000,0.632413,0.205397,0.546540,0.283104
17399,0.819240,0.815000,0.782690,0.820000,0.631918,0.526612,0.546896,0.563372
17599,0.819075,0.805000,0.782832,0.795000,0.631758,0.611554,0.547741,0.591633
17799,0.819657,0.870000,0.783543,0.845000,0.633227,0.738746,0.549670,0.690062
17999,0.820226,0.870000,0.784972,0.910000,0.634410,0.739505,0.552598,0.812520
18199,0.820503,0.845000,0.785028,0.790000,0.634788,0.662309,0.552496,0.537445
18399,0.821050,0.870000,0.786022,0.875000,0.635602,0.689293,0.554075,0.695048
18599,0.821585,0.870000,0.787322,0.905000,0.636218,0.621653,0.556107,0.748744
18799,0.823027,0.955000,0.788649,0.910000,0.638985,0.901424,0.558587,0.798365
18999,0.824118,0.925000,0.790160,0.930000,0.641161,0.844720,0.561730,0.853786
19199,0.822540,0.675000,0.788730,0.655000,0.638092,0.404980,0.559346,0.377930
19399,0.823403,0.905000,0.789738,0.885000,0.639821,0.804928,0.561406,0.759916
19599,0.823368,0.820000,0.789948,0.810000,0.639812,0.642254,0.562187,0.621702
19799,0.823385,0.825000,0.791077,0.900000,0.639772,0.641614,0.564744,0.798306
19999,0.823858,0.870000,0.791980,0.880000,0.640838,0.741010,0.566970,0.760789
